timestamp,tenant_id,user_id,resource_id,event_type,status,ip_address,anomaly_injected
2025-08-27 07:31:37,2,T02U003,RES_265,LOGIN,SUCCESS,192.168.159.227,0
2025-08-27 07:34:50,2,T02U026,RES_731,UPLOAD,SUCCESS,98.55.139.34,0
2025-08-27 07:42:35,2,T02U046,RES_354,DOWNLOAD,SUCCESS,192.168.181.18,0
2025-08-27 07:45:39,2,T02U010,RES_209,UPLOAD,SUCCESS,192.168.213.161,0
2025-08-27 07:51:55,2,T02U024,RES_154,ADMIN_ACTION,SUCCESS,192.168.148.50,0
2025-08-27 07:55:57,2,T02U010,RES_26,LOGIN,SUCCESS,192.168.181.18,0
2025-08-27 08:02:16,2,T02U010,RES_456,LOGIN,SUCCESS,192.168.181.18,0
2025-08-27 08:02:43,2,T02U033,RES_959,ADMIN_ACTION,SUCCESS,192.168.148.50,0
2025-08-27 08:05:11,2,T02U036,RES_979,UPLOAD,SUCCESS,50.49.76.56,0
2025-08-27 08:10:03,2,T02U004,RES_928,UPLOAD,FAIL,10.140.108.57,0
2025-08-27 08:10:39,2,T02U042,RES_995,UPLOAD,SUCCESS,24.153.18.173,0
2025-08-27 08:11:54,2,T02U035,RES_776,LOGIN,SUCCESS,192.168.138.32,0
2025-08-27 08:12:56,2,T02U021,RES_836,DOWNLOAD,FAIL,192.168.138.32,0
2025-08-27 08:19:19,2,T02U020,RES_203,UPLOAD,SUCCESS,73.42.95.91,0
2025-08-27 08:21:33,2,T02U035,RES_943,LOGIN,SUCCESS,192.168.138.32,0
2025-08-27 08:39:10,2,T02U005,RES_341,UPDATE,SUCCESS,192.168.59.198,0
2025-08-27 08:43:05,2,T02U035,RES_334,ADMIN_ACTION,SUCCESS,10.89.155.68,0
2025-08-27 08:47:54,2,T02U024,RES_862,UPDATE,SUCCESS,192.168.138.32,0
2025-08-27 08:54:19,2,T02U029,RES_577,UPLOAD,SUCCESS,192.168.207.12,0
2025-08-27 08:57:22,2,T02U018,RES_672,DOWNLOAD,SUCCESS,10.208.223.2,0
2025-08-27 09:02:25,2,T02U012,RES_146,ADMIN_ACTION,SUCCESS,192.168.59.198,0
2025-08-27 09:09:03,2,T02U030,RES_100,DOWNLOAD,SUCCESS,73.126.5.29,0
2025-08-27 09:09:40,2,T02U044,RES_307,DOWNLOAD,SUCCESS,10.115.151.72,0
2025-08-27 09:15:25,2,T02U045,RES_25,DOWNLOAD,SUCCESS,10.246.196.87,0
2025-08-27 09:15:29,2,T02U044,RES_695,UPDATE,SUCCESS,10.115.151.72,0
2025-08-27 09:16:01,2,T02U023,RES_541,DOWNLOAD,SUCCESS,10.8.24.56,0
2025-08-27 09:17:49,2,T02U002,RES_852,LOGIN,FAIL,10.60.130.155,0
2025-08-27 09:19:51,2,T02U005,RES_220,ADMIN_ACTION,SUCCESS,10.140.108.57,0
2025-08-27 09:21:27,2,T02U022,RES_551,DOWNLOAD,SUCCESS,184.44.137.187,0
2025-08-27 09:26:59,2,T02U029,RES_444,LOGIN,SUCCESS,10.164.29.7,0
2025-08-27 09:27:21,2,T02U012,RES_296,UPDATE,SUCCESS,192.168.250.237,0
2025-08-27 09:28:38,2,T02U021,RES_387,LOGIN,SUCCESS,192.168.97.21,0
2025-08-27 09:29:32,2,T02U021,RES_480,ADMIN_ACTION,SUCCESS,192.168.138.32,0
2025-08-27 09:34:55,2,T02U007,RES_300,LOGIN,SUCCESS,10.246.196.87,0
2025-08-27 09:37:40,2,T02U039,RES_802,LOGIN,SUCCESS,10.7.144.51,0
2025-08-27 09:38:07,2,T02U033,RES_453,LOGIN,SUCCESS,192.168.142.76,0
2025-08-27 09:42:05,2,T02U024,RES_752,ADMIN_ACTION,FAIL,192.168.12.170,0
2025-08-27 09:43:41,2,T02U001,RES_659,DOWNLOAD,SUCCESS,192.168.221.93,0
2025-08-27 09:44:18,2,T02U007,RES_682,UPDATE,FAIL,10.195.207.41,0
2025-08-27 09:45:21,2,T02U025,RES_299,LOGIN,FAIL,10.164.29.7,0
2025-08-27 09:45:38,2,T02U004,RES_277,ADMIN_ACTION,SUCCESS,192.168.12.170,0
2025-08-27 09:46:35,2,T02U043,RES_311,DOWNLOAD,SUCCESS,192.168.142.76,0
2025-08-27 09:47:56,2,T02U040,RES_772,LOGIN,FAIL,10.25.92.217,0
2025-08-27 09:49:52,2,T02U014,RES_280,ADMIN_ACTION,SUCCESS,173.196.46.130,0
2025-08-27 09:50:07,2,T02U029,RES_822,UPLOAD,SUCCESS,192.168.207.12,0
2025-08-27 09:51:44,2,T02U047,RES_274,DOWNLOAD,SUCCESS,24.138.55.130,0
2025-08-27 09:56:00,2,T02U046,RES_488,LOGIN,SUCCESS,10.152.109.9,0
2025-08-27 10:01:05,2,T02U022,RES_335,UPLOAD,SUCCESS,73.254.237.164,0
2025-08-27 10:03:08,2,T02U023,RES_524,UPDATE,SUCCESS,10.208.223.2,0
2025-08-27 10:04:39,2,T02U025,RES_368,LOGIN,SUCCESS,10.164.29.7,0
2025-08-27 10:04:41,2,T02U017,RES_947,UPLOAD,SUCCESS,10.60.130.155,0
2025-08-27 10:05:31,2,T02U037,RES_587,UPLOAD,SUCCESS,24.238.193.218,0
2025-08-27 10:05:32,2,T02U010,RES_143,LOGIN,SUCCESS,192.168.213.161,0
2025-08-27 10:08:37,2,T02U031,RES_925,DOWNLOAD,SUCCESS,10.190.71.63,0
2025-08-27 10:08:51,2,T02U025,RES_166,LOGIN,SUCCESS,10.60.130.155,0
2025-08-27 10:11:55,2,T02U036,RES_3,DOWNLOAD,SUCCESS,173.116.31.64,0
2025-08-27 10:13:06,2,T02U005,RES_899,DOWNLOAD,SUCCESS,192.168.59.198,0
2025-08-27 10:14:32,2,T02U031,RES_831,ADMIN_ACTION,SUCCESS,192.168.148.50,0
2025-08-27 10:19:59,2,T02U030,RES_1,UPDATE,FAIL,73.126.5.29,0
2025-08-27 10:21:15,2,T02U034,RES_404,UPLOAD,SUCCESS,10.140.108.57,0
2025-08-27 10:21:16,2,T02U023,RES_600,DOWNLOAD,SUCCESS,10.208.223.2,0
2025-08-27 10:22:57,2,T02U045,RES_876,LOGIN,SUCCESS,10.72.40.56,0
2025-08-27 10:25:50,2,T02U024,RES_84,UPLOAD,SUCCESS,192.168.138.32,0
2025-08-27 10:28:54,2,T02U025,RES_827,ADMIN_ACTION,SUCCESS,10.60.130.155,0
2025-08-27 10:31:31,2,T02U048,RES_170,DOWNLOAD,SUCCESS,192.168.97.21,0
2025-08-27 10:31:41,2,T02U029,RES_491,DOWNLOAD,SUCCESS,192.168.213.161,0
2025-08-27 10:34:11,2,T02U032,RES_866,LOGIN,SUCCESS,10.195.207.41,0
2025-08-27 10:36:27,2,T02U032,RES_426,UPDATE,SUCCESS,10.8.24.56,0
2025-08-27 10:37:09,2,T02U009,RES_767,LOGIN,SUCCESS,192.168.250.237,0
2025-08-27 10:41:25,2,T02U050,RES_336,LOGIN,SUCCESS,10.27.24.98,0
2025-08-27 10:44:06,2,T02U023,RES_166,LOGIN,SUCCESS,192.168.213.161,0
2025-08-27 10:44:21,2,T02U048,RES_690,UPLOAD,SUCCESS,192.168.221.93,0
2025-08-27 10:51:53,2,T02U032,RES_946,UPLOAD,SUCCESS,10.195.207.41,0
2025-08-27 10:53:06,2,T02U021,RES_774,UPDATE,SUCCESS,10.140.108.57,0
2025-08-27 10:56:10,2,T02U003,RES_544,LOGIN,SUCCESS,192.168.159.227,0
2025-08-27 10:58:53,2,T02U020,RES_154,ADMIN_ACTION,SUCCESS,173.64.149.153,0
2025-08-27 11:00:18,2,T02U013,RES_688,DOWNLOAD,SUCCESS,173.64.149.153,0
2025-08-27 11:03:38,2,T02U046,RES_982,LOGIN,SUCCESS,10.179.109.88,0
2025-08-27 11:09:25,2,T02U013,RES_202,UPLOAD,SUCCESS,173.64.149.153,0
2025-08-27 11:12:23,2,T02U007,RES_181,LOGIN,SUCCESS,10.246.196.87,0
2025-08-27 11:12:24,2,T02U049,RES_90,ADMIN_ACTION,SUCCESS,192.168.207.12,0
2025-08-27 11:15:37,2,T02U041,RES_187,UPLOAD,SUCCESS,24.104.187.87,0
2025-08-27 11:15:38,2,T02U040,RES_286,DOWNLOAD,SUCCESS,10.25.92.217,0
2025-08-27 11:16:09,2,T02U010,RES_667,UPLOAD,SUCCESS,10.208.223.2,0
2025-08-27 11:21:30,2,T02U002,RES_705,ADMIN_ACTION,SUCCESS,10.60.130.155,0
2025-08-27 11:21:53,2,T02U048,RES_128,UPLOAD,SUCCESS,192.168.159.227,0
2025-08-27 11:22:29,2,T02U040,RES_196,DOWNLOAD,SUCCESS,192.168.97.21,0
2025-08-27 11:23:15,2,T02U009,RES_965,ADMIN_ACTION,SUCCESS,10.60.130.155,0
2025-08-27 11:26:55,2,T02U031,RES_282,UPLOAD,SUCCESS,192.168.148.50,0
2025-08-27 11:27:15,2,T02U039,RES_567,ADMIN_ACTION,SUCCESS,192.168.181.18,0
2025-08-27 11:27:18,2,T02U042,RES_285,ADMIN_ACTION,SUCCESS,184.44.137.187,0
2025-08-27 11:27:18,2,T02U006,RES_267,UPLOAD,SUCCESS,192.168.187.118,0
2025-08-27 11:31:00,2,T02U038,RES_665,DOWNLOAD,FAIL,192.168.59.198,0
2025-08-27 11:31:17,2,T02U026,RES_129,ADMIN_ACTION,SUCCESS,24.238.193.218,0
2025-08-27 11:32:48,2,T02U022,RES_737,UPLOAD,SUCCESS,73.254.237.164,0
2025-08-27 11:37:55,2,T02U014,RES_673,LOGIN,SUCCESS,208.136.41.15,0
2025-08-27 11:43:58,2,T02U038,RES_186,UPLOAD,SUCCESS,192.168.59.198,0
2025-08-27 11:44:46,2,T02U001,RES_641,LOGIN,SUCCESS,10.58.36.189,0
2025-08-27 11:46:17,2,T02U016,RES_419,UPLOAD,SUCCESS,10.27.174.190,0
2025-08-27 11:48:11,2,T02U011,RES_736,UPLOAD,SUCCESS,192.168.207.12,0
2025-08-27 11:50:40,2,T02U045,RES_871,UPLOAD,FAIL,10.72.40.56,0
2025-08-27 11:53:39,2,T02U025,RES_908,UPDATE,SUCCESS,10.60.130.155,0
2025-08-27 11:55:54,2,T02U023,RES_105,UPDATE,SUCCESS,192.168.213.161,0
2025-08-27 11:56:17,2,T02U046,RES_466,ADMIN_ACTION,SUCCESS,192.168.181.18,0
2025-08-27 11:57:32,2,T02U039,RES_92,UPLOAD,SUCCESS,10.7.144.51,0
2025-08-27 12:00:37,2,T02U044,RES_115,LOGIN,SUCCESS,192.168.138.32,0
2025-08-27 12:02:30,2,T02U050,RES_979,UPDATE,SUCCESS,10.115.151.72,0
2025-08-27 12:04:03,2,T02U030,RES_421,LOGIN,SUCCESS,98.160.145.26,0
2025-08-27 12:04:07,2,T02U025,RES_64,DOWNLOAD,SUCCESS,10.164.29.7,0
2025-08-27 12:05:15,2,T02U003,RES_674,UPLOAD,SUCCESS,10.58.36.189,0
2025-08-27 12:06:34,2,T02U035,RES_812,ADMIN_ACTION,SUCCESS,192.168.138.32,0
2025-08-27 12:07:11,2,T02U023,RES_742,DOWNLOAD,SUCCESS,10.8.24.56,0
2025-08-27 12:07:23,2,T02U004,RES_43,UPDATE,SUCCESS,192.168.213.161,0
2025-08-27 12:08:36,2,T02U010,RES_255,LOGIN,SUCCESS,10.208.223.2,0
2025-08-27 12:09:57,2,T02U021,RES_73,UPLOAD,SUCCESS,192.168.97.21,0
2025-08-27 12:10:25,2,T02U044,RES_762,DOWNLOAD,FAIL,10.115.151.72,0
2025-08-27 12:11:47,2,T02U014,RES_61,UPLOAD,SUCCESS,208.136.41.15,0
2025-08-27 12:11:48,2,T02U038,RES_752,UPDATE,SUCCESS,192.168.59.198,0
2025-08-27 12:12:18,2,T02U044,RES_568,LOGIN,SUCCESS,10.115.151.72,0
2025-08-27 12:13:13,2,T02U021,RES_339,LOGIN,FAIL,192.168.138.32,0
2025-08-27 12:15:59,2,T02U048,RES_749,DOWNLOAD,SUCCESS,192.168.221.93,0
2025-08-27 12:17:06,2,T02U020,RES_524,UPLOAD,FAIL,73.42.95.91,0
2025-08-27 12:17:42,2,T02U022,RES_373,LOGIN,FAIL,184.44.137.187,0
2025-08-27 12:21:43,2,T02U039,RES_802,DOWNLOAD,SUCCESS,192.168.187.118,0
2025-08-27 12:22:46,2,T02U033,RES_430,LOGIN,SUCCESS,192.168.213.161,0
2025-08-27 12:23:53,2,T02U034,RES_677,UPLOAD,FAIL,192.168.221.93,0
2025-08-27 12:30:42,2,T02U002,RES_19,UPLOAD,SUCCESS,10.60.130.155,0
2025-08-27 12:31:16,2,T02U028,RES_543,UPLOAD,SUCCESS,192.168.221.93,0
2025-08-27 12:34:55,2,T02U023,RES_902,UPDATE,FAIL,10.208.223.2,0
2025-08-27 12:34:57,2,T02U012,RES_967,UPLOAD,FAIL,192.168.59.198,0
2025-08-27 12:37:01,2,T02U020,RES_283,UPLOAD,FAIL,73.42.95.91,0
2025-08-27 12:39:56,2,T02U044,RES_649,UPLOAD,SUCCESS,10.115.151.72,0
2025-08-27 12:44:30,2,T02U011,RES_617,LOGIN,SUCCESS,192.168.221.93,0
2025-08-27 12:46:09,2,T02U028,RES_943,UPLOAD,SUCCESS,10.195.207.41,0
2025-08-27 12:49:13,2,T02U042,RES_228,LOGIN,SUCCESS,184.44.137.187,0
2025-08-27 12:49:23,2,T02U004,RES_476,LOGIN,SUCCESS,10.140.108.57,0
2025-08-27 12:50:10,2,T02U008,RES_408,UPLOAD,SUCCESS,184.150.145.134,0
2025-08-27 12:50:31,2,T02U012,RES_425,DOWNLOAD,SUCCESS,192.168.250.237,0
2025-08-27 12:51:03,2,T02U048,RES_327,UPDATE,SUCCESS,192.168.97.21,0
2025-08-27 12:53:05,2,T02U021,RES_478,ADMIN_ACTION,SUCCESS,192.168.138.32,0
2025-08-27 12:53:28,2,T02U048,RES_495,LOGIN,SUCCESS,192.168.159.227,0
2025-08-27 12:53:41,2,T02U004,RES_550,UPLOAD,SUCCESS,192.168.213.161,0
2025-08-27 12:54:16,2,T02U004,RES_780,ADMIN_ACTION,SUCCESS,192.168.12.170,0
2025-08-27 12:55:19,2,T02U022,RES_574,UPLOAD,SUCCESS,184.44.137.187,0
2025-08-27 12:57:01,2,T02U021,RES_174,DOWNLOAD,SUCCESS,10.140.108.57,0
2025-08-27 12:58:15,2,T02U044,RES_21,UPDATE,SUCCESS,192.168.138.32,0
2025-08-27 12:59:26,2,T02U009,RES_769,UPLOAD,SUCCESS,10.184.167.180,0
2025-08-27 13:01:30,2,T02U030,RES_54,LOGIN,SUCCESS,98.160.145.26,0
2025-08-27 13:04:46,2,T02U011,RES_142,UPLOAD,SUCCESS,10.27.24.98,0
2025-08-27 13:05:31,2,T02U026,RES_947,UPDATE,SUCCESS,24.238.193.218,0
2025-08-27 13:05:36,2,T02U049,RES_899,LOGIN,FAIL,192.168.207.12,0
2025-08-27 13:08:24,2,T02U039,RES_845,UPDATE,SUCCESS,10.7.144.51,0
2025-08-27 13:10:56,2,T02U018,RES_342,UPLOAD,SUCCESS,10.164.29.7,0
2025-08-27 13:11:04,2,T02U042,RES_134,DOWNLOAD,FAIL,24.153.18.173,0
2025-08-27 13:13:51,2,T02U049,RES_146,LOGIN,SUCCESS,192.168.207.12,0
2025-08-27 13:15:13,2,T02U033,RES_789,UPLOAD,SUCCESS,192.168.213.161,0
2025-08-27 13:16:04,2,T02U005,RES_801,ADMIN_ACTION,SUCCESS,10.140.108.57,0
2025-08-27 13:17:08,2,T02U025,RES_81,DOWNLOAD,SUCCESS,192.168.221.93,0
2025-08-27 13:19:39,2,T02U041,RES_340,DOWNLOAD,SUCCESS,24.104.187.87,0
2025-08-27 13:21:52,2,T02U003,RES_54,ADMIN_ACTION,SUCCESS,10.89.155.68,0
2025-08-27 13:22:11,2,T02U005,RES_959,LOGIN,SUCCESS,10.140.108.57,0
2025-08-27 13:23:22,2,T02U003,RES_976,DOWNLOAD,SUCCESS,192.168.159.227,0
2025-08-27 13:27:23,2,T02U003,RES_573,UPLOAD,SUCCESS,10.89.155.68,0
2025-08-27 13:31:12,2,T02U012,RES_273,DOWNLOAD,SUCCESS,192.168.250.237,0
2025-08-27 13:33:43,2,T02U025,RES_694,UPDATE,SUCCESS,10.60.130.155,0
2025-08-27 13:33:58,2,T02U045,RES_120,DOWNLOAD,SUCCESS,10.72.40.56,0
2025-08-27 13:35:03,2,T02U033,RES_57,UPDATE,SUCCESS,192.168.148.50,0
2025-08-27 13:35:11,2,T02U045,RES_597,ADMIN_ACTION,SUCCESS,10.229.140.23,0
2025-08-27 13:35:24,2,T02U013,RES_924,LOGIN,SUCCESS,208.136.41.15,0
2025-08-27 13:37:47,2,T02U037,RES_786,DOWNLOAD,SUCCESS,24.238.193.218,0
2025-08-27 13:38:34,2,T02U010,RES_461,UPLOAD,SUCCESS,10.208.223.2,0
2025-08-27 13:39:20,2,T02U021,RES_965,LOGIN,SUCCESS,10.140.108.57,0
2025-08-27 13:42:27,2,T02U036,RES_223,LOGIN,SUCCESS,50.49.76.56,0
2025-08-27 13:43:27,2,T02U036,RES_530,UPLOAD,FAIL,173.116.31.64,0
2025-08-27 13:43:59,2,T02U031,RES_420,DOWNLOAD,SUCCESS,10.140.108.57,0
2025-08-27 13:46:07,2,T02U019,RES_731,LOGIN,SUCCESS,10.8.24.56,0
2025-08-27 13:47:04,2,T02U021,RES_7,UPLOAD,SUCCESS,192.168.138.32,0
2025-08-27 13:49:59,2,T02U004,RES_98,UPLOAD,SUCCESS,10.140.108.57,0
2025-08-27 13:50:22,2,T02U045,RES_863,UPLOAD,SUCCESS,10.229.140.23,0
2025-08-27 13:50:35,2,T02U013,RES_795,DOWNLOAD,SUCCESS,208.136.41.15,0
2025-08-27 13:54:21,2,T02U011,RES_988,ADMIN_ACTION,SUCCESS,192.168.221.93,0
2025-08-27 13:54:25,2,T02U010,RES_818,UPLOAD,SUCCESS,192.168.213.161,0
2025-08-27 13:56:12,2,T02U010,RES_92,LOGIN,SUCCESS,192.168.181.18,0
2025-08-27 13:57:02,2,T02U026,RES_39,UPLOAD,SUCCESS,24.238.193.218,0
2025-08-27 13:57:48,2,T02U001,RES_441,LOGIN,FAIL,192.168.221.93,0
2025-08-27 13:59:16,2,T02U027,RES_765,DOWNLOAD,SUCCESS,73.102.34.172,0
2025-08-27 13:59:30,2,T02U026,RES_156,UPLOAD,SUCCESS,98.55.139.34,0
2025-08-27 14:01:37,2,T02U023,RES_681,UPLOAD,SUCCESS,10.208.223.2,0
2025-08-27 14:03:06,2,T02U040,RES_94,UPDATE,SUCCESS,10.25.92.217,0
2025-08-27 14:04:56,2,T02U003,RES_340,UPDATE,SUCCESS,10.58.36.189,0
2025-08-27 14:05:19,2,T02U014,RES_683,DOWNLOAD,SUCCESS,173.196.46.130,0
2025-08-27 14:12:38,2,T02U020,RES_719,ADMIN_ACTION,SUCCESS,73.42.95.91,0
2025-08-27 14:13:24,2,T02U041,RES_240,DOWNLOAD,SUCCESS,98.24.194.13,0
2025-08-27 14:14:11,2,T02U031,RES_27,ADMIN_ACTION,SUCCESS,10.140.108.57,0
2025-08-27 14:14:24,2,T02U002,RES_476,UPLOAD,SUCCESS,10.72.40.56,0
2025-08-27 14:15:15,2,T02U019,RES_495,UPDATE,SUCCESS,192.168.181.18,0
2025-08-27 14:16:13,2,T02U042,RES_155,LOGIN,SUCCESS,184.44.137.187,0
2025-08-27 14:19:43,2,T02U005,RES_482,ADMIN_ACTION,SUCCESS,10.115.151.72,0
2025-08-27 14:22:27,2,T02U029,RES_46,LOGIN,SUCCESS,192.168.213.161,0
2025-08-27 14:22:39,2,T02U009,RES_200,UPLOAD,SUCCESS,192.168.250.237,0
2025-08-27 14:24:10,2,T02U009,RES_738,DOWNLOAD,SUCCESS,10.60.130.155,0
2025-08-27 14:26:26,2,T02U030,RES_765,UPDATE,SUCCESS,73.126.5.29,0
2025-08-27 14:28:33,2,T02U019,RES_908,DOWNLOAD,SUCCESS,10.25.92.217,0
2025-08-27 14:30:33,2,T02U038,RES_634,UPDATE,SUCCESS,10.89.155.68,0
2025-08-27 14:32:30,2,T02U049,RES_562,UPDATE,SUCCESS,10.164.29.7,0
2025-08-27 14:32:39,2,T02U042,RES_398,DOWNLOAD,FAIL,24.153.18.173,0
